#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0090287	Regulation of cellular response to growth factor stimulus	5	314	1.03	0.78	0.0017	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000264498,9606.ENSP00000269305,9606.ENSP00000495360	EP300,IL1B,FGF2,TP53,CTNNB1
GO:0090316	Positive regulation of intracellular protein transport	4	160	1.23	0.88	0.0017	9606.ENSP00000263341,9606.ENSP00000269571,9606.ENSP00000371067,9606.ENSP00000428056	IL1B,ERBB2,JAK2,PIK3R1
GO:1905278	Positive regulation of epithelial tube formation	2	8	2.23	1.12	0.0017	9606.ENSP00000264498,9606.ENSP00000265171	FGF2,EGF
GO:0010817	Regulation of hormone levels	6	525	0.89	0.69	0.0018	9606.ENSP00000263341,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000489597	IL1B,JAK2,IL6,TNF,ESR1,PTPN11
GO:0043551	Regulation of phosphatidylinositol 3-kinase activity	3	59	1.54	0.99	0.0018	9606.ENSP00000264498,9606.ENSP00000362680,9606.ENSP00000428056	FGF2,SRC,PIK3R1
GO:0051048	Negative regulation of secretion	4	164	1.22	0.87	0.0018	9606.ENSP00000263341,9606.ENSP00000265171,9606.ENSP00000398698,9606.ENSP00000489597	IL1B,EGF,TNF,PTPN11
GO:0007369	Gastrulation	4	167	1.21	0.86	0.0019	9606.ENSP00000269305,9606.ENSP00000346839,9606.ENSP00000376345,9606.ENSP00000495360	TP53,FN1,GRB2,CTNNB1
GO:0009607	Response to biotic stimulus	9	1375	0.65	0.53	0.0019	9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000269305,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000451828	EP300,IL1B,TP53,SRC,JAK2,BCL2,IL6,TNF,AKT1
GO:0046661	Male sex differentiation	4	168	1.21	0.86	0.0019	9606.ENSP00000227507,9606.ENSP00000381185,9606.ENSP00000405330,9606.ENSP00000495360	CCND1,BCL2,ESR1,CTNNB1
GO:0051250	Negative regulation of lymphocyte activation	4	166	1.21	0.86	0.0019	9606.ENSP00000269571,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000361021	ERBB2,ATM,RUNX1,PTEN
GO:0090398	Cellular senescence	3	60	1.53	0.99	0.0019	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000369497	TP53,ATM,BRCA2
GO:2001022	Positive regulation of response to DNA damage stimulus	4	168	1.21	0.86	0.0019	9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000418960,9606.ENSP00000478887	EGFR,ATM,BRCA1,MYC
GO:0006725	Cellular aromatic compound metabolic process	13	2936	0.48	0.42	0.0020	9606.ENSP00000263253,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000495360	EP300,FGF2,STAT3,TP53,ATM,SRC,BRCA2,JAK2,BCL2,ESR1,BRCA1,PIK3R1,CTNNB1
GO:0007565	Female pregnancy	4	170	1.2	0.85	0.0020	9606.ENSP00000263341,9606.ENSP00000381185,9606.ENSP00000405330,9606.ENSP00000451828	IL1B,BCL2,ESR1,AKT1
GO:0010594	Regulation of endothelial cell migration	4	169	1.21	0.86	0.0020	9606.ENSP00000264498,9606.ENSP00000265171,9606.ENSP00000398698,9606.ENSP00000451828	FGF2,EGF,TNF,AKT1
GO:0007267	Cell-cell signaling	8	1079	0.7	0.56	0.0021	9606.ENSP00000227507,9606.ENSP00000263341,9606.ENSP00000264498,9606.ENSP00000361021,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000451828,9606.ENSP00000495360	CCND1,IL1B,FGF2,PTEN,JAK2,IL6,AKT1,CTNNB1
GO:0046890	Regulation of lipid biosynthetic process	4	172	1.2	0.85	0.0021	9606.ENSP00000263341,9606.ENSP00000398698,9606.ENSP00000418960,9606.ENSP00000451828	IL1B,TNF,BRCA1,AKT1
GO:0072594	Establishment of protein localization to organelle	5	335	1.01	0.75	0.0021	9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000369497,9606.ENSP00000428056,9606.ENSP00000451828	STAT3,TP53,BRCA2,PIK3R1,AKT1
GO:0001756	Somitogenesis	3	64	1.5	0.96	0.0022	9606.ENSP00000263253,9606.ENSP00000269305,9606.ENSP00000278616	EP300,TP53,ATM
GO:0010950	Positive regulation of endopeptidase activity	4	174	1.19	0.84	0.0022	9606.ENSP00000264657,9606.ENSP00000371067,9606.ENSP00000398698,9606.ENSP00000478887	STAT3,JAK2,TNF,MYC
GO:0030036	Actin cytoskeleton organization	6	547	0.87	0.66	0.0022	9606.ENSP00000263967,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000398698	PIK3CA,SRC,JAK2,GRB2,BCL2,TNF
GO:0046824	Positive regulation of nucleocytoplasmic transport	3	64	1.5	0.96	0.0022	9606.ENSP00000263341,9606.ENSP00000371067,9606.ENSP00000428056	IL1B,JAK2,PIK3R1
GO:0061098	Positive regulation of protein tyrosine kinase activity	3	64	1.5	0.96	0.0022	9606.ENSP00000265171,9606.ENSP00000275493,9606.ENSP00000362680	EGF,EGFR,SRC
GO:0070228	Regulation of lymphocyte apoptotic process	3	64	1.5	0.96	0.0022	9606.ENSP00000269305,9606.ENSP00000361021,9606.ENSP00000381185	TP53,PTEN,BCL2
GO:0042531	Positive regulation of tyrosine phosphorylation of STAT protein	3	65	1.5	0.95	0.0023	9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698	JAK2,IL6,TNF
GO:0046854	Phosphatidylinositol phosphate biosynthetic process	3	66	1.49	0.95	0.0023	9606.ENSP00000263967,9606.ENSP00000278616,9606.ENSP00000428056	PIK3CA,ATM,PIK3R1
GO:0060397	Growth hormone receptor signaling pathway via JAK-STAT	2	10	2.13	1.06	0.0023	9606.ENSP00000264657,9606.ENSP00000371067	STAT3,JAK2
GO:1900076	Regulation of cellular response to insulin stimulus	3	65	1.5	0.95	0.0023	9606.ENSP00000263341,9606.ENSP00000362680,9606.ENSP00000489597	IL1B,SRC,PTPN11
GO:2000144	Positive regulation of DNA-templated transcription, initiation	3	66	1.49	0.95	0.0023	9606.ENSP00000269305,9606.ENSP00000360266,9606.ENSP00000405330	TP53,JUN,ESR1
GO:0010469	Regulation of signaling receptor activity	4	179	1.18	0.83	0.0024	9606.ENSP00000265171,9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000398698	EGF,SRC,JAK2,TNF
GO:0030888	Regulation of B cell proliferation	3	67	1.48	0.94	0.0024	9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000381185	ATM,PTEN,BCL2
GO:0031346	Positive regulation of cell projection organization	5	347	0.99	0.73	0.0024	9606.ENSP00000263253,9606.ENSP00000263967,9606.ENSP00000346839,9606.ENSP00000362680,9606.ENSP00000428056	EP300,PIK3CA,FN1,SRC,PIK3R1
GO:0010633	Negative regulation of epithelial cell migration	3	68	1.48	0.93	0.0025	9606.ENSP00000264498,9606.ENSP00000361021,9606.ENSP00000398698	FGF2,PTEN,TNF
GO:0014823	Response to activity	3	68	1.48	0.93	0.0025	9606.ENSP00000263967,9606.ENSP00000385675,9606.ENSP00000398698	PIK3CA,IL6,TNF
GO:0040014	Regulation of multicellular organism growth	3	68	1.48	0.93	0.0025	9606.ENSP00000263967,9606.ENSP00000264657,9606.ENSP00000381185	PIK3CA,STAT3,BCL2
GO:0045669	Positive regulation of osteoblast differentiation	3	68	1.48	0.93	0.0025	9606.ENSP00000264498,9606.ENSP00000385675,9606.ENSP00000495360	FGF2,IL6,CTNNB1
GO:0150116	Regulation of cell-substrate junction organization	3	68	1.48	0.93	0.0025	9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000428056	PTEN,SRC,PIK3R1
GO:0031642	Negative regulation of myelination	2	11	2.09	1.03	0.0026	9606.ENSP00000361021,9606.ENSP00000398698	PTEN,TNF
GO:0061045	Negative regulation of wound healing	3	69	1.47	0.92	0.0026	9606.ENSP00000264498,9606.ENSP00000361021,9606.ENSP00000398698	FGF2,PTEN,TNF
GO:0071803	Positive regulation of podosome assembly	2	11	2.09	1.03	0.0026	9606.ENSP00000362680,9606.ENSP00000398698	SRC,TNF
GO:0009615	Response to virus	5	356	0.98	0.71	0.0027	9606.ENSP00000362680,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698	SRC,JAK2,BCL2,IL6,TNF
GO:0045670	Regulation of osteoclast differentiation	3	70	1.46	0.92	0.0027	9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000495360	TNF,PIK3R1,CTNNB1
GO:0008610	Lipid biosynthetic process	6	577	0.85	0.64	0.0028	9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000418960,9606.ENSP00000428056	PIK3CA,FGF2,ATM,PTEN,BRCA1,PIK3R1
GO:0032722	Positive regulation of chemokine production	3	71	1.46	0.91	0.0028	9606.ENSP00000263341,9606.ENSP00000385675,9606.ENSP00000398698	IL1B,IL6,TNF
GO:0032872	Regulation of stress-activated MAPK cascade	4	189	1.16	0.8	0.0028	9606.ENSP00000263341,9606.ENSP00000275493,9606.ENSP00000398698,9606.ENSP00000478887	IL1B,EGFR,TNF,MYC
GO:0051302	Regulation of cell division	4	188	1.16	0.8	0.0028	9606.ENSP00000263341,9606.ENSP00000264498,9606.ENSP00000369497,9606.ENSP00000478887	IL1B,FGF2,BRCA2,MYC
GO:0051881	Regulation of mitochondrial membrane potential	3	71	1.46	0.91	0.0028	9606.ENSP00000362680,9606.ENSP00000381185,9606.ENSP00000451828	SRC,BCL2,AKT1
GO:0010038	Response to metal ion	5	362	0.97	0.7	0.0029	9606.ENSP00000227507,9606.ENSP00000275493,9606.ENSP00000360266,9606.ENSP00000381185,9606.ENSP00000451828	CCND1,EGFR,JUN,BCL2,AKT1
GO:0042098	T cell proliferation	3	72	1.45	0.9	0.0029	9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000361021	TP53,ERBB2,PTEN
GO:0014842	Regulation of skeletal muscle satellite cell proliferation	2	12	2.05	1.01	0.0030	9606.ENSP00000264498,9606.ENSP00000371067	FGF2,JAK2
GO:0018105	Peptidyl-serine phosphorylation	4	193	1.15	0.79	0.0030	9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000381185,9606.ENSP00000451828	ATM,SRC,BCL2,AKT1
GO:0033555	Multicellular organismal response to stress	3	73	1.45	0.9	0.0030	9606.ENSP00000361021,9606.ENSP00000381185,9606.ENSP00000451828	PTEN,BCL2,AKT1
GO:0034762	Regulation of transmembrane transport	6	587	0.84	0.63	0.0030	9606.ENSP00000263341,9606.ENSP00000381185,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000489597	IL1B,BCL2,TNF,PIK3R1,AKT1,PTPN11
GO:0043276	Anoikis	2	12	2.05	1.01	0.0030	9606.ENSP00000263967,9606.ENSP00000451828	PIK3CA,AKT1
GO:0060333	Interferon-gamma-mediated signaling pathway	2	12	2.05	1.01	0.0030	9606.ENSP00000269305,9606.ENSP00000371067	TP53,JAK2
GO:0060736	Prostate gland growth	2	12	2.05	1.01	0.0030	9606.ENSP00000361021,9606.ENSP00000405330	PTEN,ESR1
GO:1901731	Positive regulation of platelet aggregation	2	12	2.05	1.01	0.0030	9606.ENSP00000371067,9606.ENSP00000385675	JAK2,IL6
GO:1903201	Regulation of oxidative stress-induced cell death	3	73	1.45	0.9	0.0030	9606.ENSP00000398698,9606.ENSP00000451828,9606.ENSP00000495360	TNF,AKT1,CTNNB1
GO:0007265	Ras protein signal transduction	4	194	1.15	0.78	0.0031	9606.ENSP00000264498,9606.ENSP00000269305,9606.ENSP00000360266,9606.ENSP00000376345	FGF2,TP53,JUN,GRB2
GO:0032890	Regulation of organic acid transport	3	74	1.44	0.89	0.0031	9606.ENSP00000263341,9606.ENSP00000398698,9606.ENSP00000451828	IL1B,TNF,AKT1
GO:0033143	Regulation of intracellular steroid hormone receptor signaling pathway	3	74	1.44	0.89	0.0031	9606.ENSP00000263253,9606.ENSP00000362680,9606.ENSP00000418960	EP300,SRC,BRCA1
GO:0042326	Negative regulation of phosphorylation	5	368	0.97	0.69	0.0031	9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000451828	IL1B,STAT3,JUN,PTEN,AKT1
GO:0061515	Myeloid cell development	3	74	1.44	0.89	0.0031	9606.ENSP00000263253,9606.ENSP00000362680,9606.ENSP00000489597	EP300,SRC,PTPN11
GO:0002429	Immune response-activating cell surface receptor signaling pathway	4	197	1.14	0.78	0.0032	9606.ENSP00000263253,9606.ENSP00000263967,9606.ENSP00000362680,9606.ENSP00000381185	EP300,PIK3CA,SRC,BCL2
GO:0043154	Negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	3	75	1.43	0.89	0.0032	9606.ENSP00000362680,9606.ENSP00000398698,9606.ENSP00000451828	SRC,TNF,AKT1
GO:0045913	Positive regulation of carbohydrate metabolic process	3	75	1.43	0.89	0.0032	9606.ENSP00000265171,9606.ENSP00000362680,9606.ENSP00000451828	EGF,SRC,AKT1
GO:0050878	Regulation of body fluid levels	5	371	0.96	0.69	0.0032	9606.ENSP00000227507,9606.ENSP00000263967,9606.ENSP00000346839,9606.ENSP00000362680,9606.ENSP00000385675	CCND1,PIK3CA,FN1,SRC,IL6
GO:0002286	T cell activation involved in immune response	3	76	1.43	0.88	0.0033	9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000385675	STAT3,TP53,IL6
GO:0033084	Regulation of immature T cell proliferation in thymus	2	13	2.02	0.98	0.0034	9606.ENSP00000263341,9606.ENSP00000269571	IL1B,ERBB2
GO:0048011	Neurotrophin TRK receptor signaling pathway	2	13	2.02	0.98	0.0034	9606.ENSP00000362680,9606.ENSP00000489597	SRC,PTPN11
GO:0061029	Eyelid development in camera-type eye	2	13	2.02	0.98	0.0034	9606.ENSP00000275493,9606.ENSP00000360266	EGFR,JUN
GO:0097398	Cellular response to interleukin-17	2	13	2.02	0.98	0.0034	9606.ENSP00000263341,9606.ENSP00000264657	IL1B,STAT3
GO:0001654	Eye development	5	382	0.95	0.68	0.0035	9606.ENSP00000264657,9606.ENSP00000275493,9606.ENSP00000360266,9606.ENSP00000381185,9606.ENSP00000495360	STAT3,EGFR,JUN,BCL2,CTNNB1
GO:0032729	Positive regulation of interferon-gamma production	3	78	1.42	0.87	0.0035	9606.ENSP00000263341,9606.ENSP00000371067,9606.ENSP00000398698	IL1B,JAK2,TNF
GO:0006302	Double-strand break repair	4	204	1.12	0.76	0.0036	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000418960	TP53,ATM,BRCA2,BRCA1
GO:0048709	Oligodendrocyte differentiation	3	79	1.41	0.86	0.0036	9606.ENSP00000269571,9606.ENSP00000361021,9606.ENSP00000495360	ERBB2,PTEN,CTNNB1
GO:0001942	Hair follicle development	3	80	1.41	0.86	0.0037	9606.ENSP00000275493,9606.ENSP00000381185,9606.ENSP00000495360	EGFR,BCL2,CTNNB1
GO:0006325	Chromatin organization	6	612	0.82	0.6	0.0037	9606.ENSP00000263253,9606.ENSP00000269305,9606.ENSP00000371067,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000478887	EP300,TP53,JAK2,ESR1,BRCA1,MYC
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	2	14	1.99	0.96	0.0038	9606.ENSP00000269305,9606.ENSP00000369497	TP53,BRCA2
GO:0019953	Sexual reproduction	7	885	0.73	0.55	0.0038	9606.ENSP00000264657,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000381185,9606.ENSP00000451828,9606.ENSP00000495360	STAT3,ATM,SRC,BRCA2,BCL2,AKT1,CTNNB1
GO:0030855	Epithelial cell differentiation	6	617	0.82	0.6	0.0038	9606.ENSP00000264498,9606.ENSP00000360266,9606.ENSP00000362680,9606.ENSP00000405330,9606.ENSP00000451828,9606.ENSP00000495360	FGF2,JUN,SRC,ESR1,AKT1,CTNNB1
GO:0051974	Negative regulation of telomerase activity	2	14	1.99	0.96	0.0038	9606.ENSP00000269305,9606.ENSP00000362680	TP53,SRC
GO:0072091	Regulation of stem cell proliferation	3	81	1.4	0.85	0.0038	9606.ENSP00000264498,9606.ENSP00000269305,9606.ENSP00000495360	FGF2,TP53,CTNNB1
GO:0030900	Forebrain development	5	391	0.94	0.66	0.0039	9606.ENSP00000264498,9606.ENSP00000275493,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000495360	FGF2,EGFR,PTEN,SRC,CTNNB1
GO:0051046	Regulation of secretion	6	620	0.82	0.6	0.0039	9606.ENSP00000263341,9606.ENSP00000265171,9606.ENSP00000371067,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000489597	IL1B,EGF,JAK2,IL6,TNF,PTPN11
GO:0009987	Cellular process	29	14826	0.12	0.23	0.0040	9606.ENSP00000227507,9606.ENSP00000263253,9606.ENSP00000263341,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000265171,9606.ENSP00000269305,9606.ENSP00000269571,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000300305,9606.ENSP00000346839,9606.ENSP00000360266,9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000489597,9606.ENSP00000495360	CCND1,EP300,IL1B,PIK3CA,FGF2,STAT3,EGF,TP53,ERBB2,EGFR,ATM,RUNX1,FN1,JUN,PTEN,SRC,BRCA2,JAK2,GRB2,BCL2,IL6,TNF,ESR1,BRCA1,PIK3R1,AKT1,MYC,PTPN11,CTNNB1
GO:1901360	Organic cyclic compound metabolic process	13	3181	0.44	0.38	0.0040	9606.ENSP00000263253,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000362680,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000381185,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000495360	EP300,FGF2,STAT3,TP53,ATM,SRC,BRCA2,JAK2,BCL2,ESR1,BRCA1,PIK3R1,CTNNB1
GO:0016570	Histone modification	5	396	0.93	0.65	0.0041	9606.ENSP00000263253,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000371067,9606.ENSP00000418960	EP300,ATM,BRCA2,JAK2,BRCA1
GO:0071229	Cellular response to acid chemical	3	83	1.39	0.84	0.0041	9606.ENSP00000263967,9606.ENSP00000275493,9606.ENSP00000398698	PIK3CA,EGFR,TNF
GO:0006629	Lipid metabolic process	8	1210	0.65	0.5	0.0042	9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000405330,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000489597	PIK3CA,FGF2,ATM,PTEN,ESR1,BRCA1,PIK3R1,PTPN11
GO:0007422	Peripheral nervous system development	3	84	1.38	0.84	0.0042	9606.ENSP00000269571,9606.ENSP00000300305,9606.ENSP00000451828	ERBB2,RUNX1,AKT1
GO:0010225	Response to UV-C	2	15	1.96	0.94	0.0042	9606.ENSP00000269305,9606.ENSP00000369497	TP53,BRCA2
GO:0016070	RNA metabolic process	9	1550	0.6	0.47	0.0042	9606.ENSP00000263253,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000371067,9606.ENSP00000405330,9606.ENSP00000428056,9606.ENSP00000495360	EP300,FGF2,STAT3,TP53,ATM,JAK2,ESR1,PIK3R1,CTNNB1
GO:0033598	Mammary gland epithelial cell proliferation	2	15	1.96	0.94	0.0042	9606.ENSP00000227507,9606.ENSP00000405330	CCND1,ESR1
GO:0034116	Positive regulation of heterotypic cell-cell adhesion	2	15	1.96	0.94	0.0042	9606.ENSP00000263341,9606.ENSP00000398698	IL1B,TNF
GO:0050821	Protein stabilization	4	215	1.1	0.73	0.0042	9606.ENSP00000263253,9606.ENSP00000269305,9606.ENSP00000361021,9606.ENSP00000428056	EP300,TP53,PTEN,PIK3R1
GO:1905114	Cell surface receptor signaling pathway involved in cell-cell signaling	5	400	0.93	0.65	0.0042	9606.ENSP00000227507,9606.ENSP00000264498,9606.ENSP00000361021,9606.ENSP00000451828,9606.ENSP00000495360	CCND1,FGF2,PTEN,AKT1,CTNNB1
GO:0009952	Anterior/posterior pattern specification	4	216	1.1	0.73	0.0043	9606.ENSP00000263253,9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000495360	EP300,TP53,ATM,CTNNB1
GO:0060348	Bone development	4	216	1.1	0.73	0.0043	9606.ENSP00000263253,9606.ENSP00000269305,9606.ENSP00000362680,9606.ENSP00000489597	EP300,TP53,SRC,PTPN11
GO:0000082	G1/S transition of mitotic cell cycle	3	86	1.37	0.83	0.0044	9606.ENSP00000227507,9606.ENSP00000381185,9606.ENSP00000478887	CCND1,BCL2,MYC
GO:0046889	Positive regulation of lipid biosynthetic process	3	86	1.37	0.83	0.0044	9606.ENSP00000263341,9606.ENSP00000398698,9606.ENSP00000451828	IL1B,TNF,AKT1
GO:0044255	Cellular lipid metabolic process	7	918	0.71	0.53	0.0045	9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000278616,9606.ENSP00000361021,9606.ENSP00000418960,9606.ENSP00000428056,9606.ENSP00000489597	PIK3CA,FGF2,ATM,PTEN,BRCA1,PIK3R1,PTPN11
GO:0001759	Organ induction	2	16	1.93	0.92	0.0046	9606.ENSP00000264498,9606.ENSP00000495360	FGF2,CTNNB1
GO:0001892	Embryonic placenta development	3	87	1.37	0.82	0.0046	9606.ENSP00000275493,9606.ENSP00000376345,9606.ENSP00000451828	EGFR,GRB2,AKT1
GO:0033028	Myeloid cell apoptotic process	2	16	1.93	0.92	0.0046	9606.ENSP00000381185,9606.ENSP00000385675	BCL2,IL6
GO:0033599	Regulation of mammary gland epithelial cell proliferation	2	16	1.93	0.92	0.0046	9606.ENSP00000227507,9606.ENSP00000369497	CCND1,BRCA2
GO:0048864	Stem cell development	3	87	1.37	0.82	0.0046	9606.ENSP00000264498,9606.ENSP00000346839,9606.ENSP00000381185	FGF2,FN1,BCL2
GO:0070727	Cellular macromolecule localization	10	1948	0.54	0.43	0.0046	9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000495360	STAT3,TP53,EGFR,ATM,BRCA2,TNF,ESR1,PIK3R1,AKT1,CTNNB1
GO:0090399	Replicative senescence	2	16	1.93	0.92	0.0046	9606.ENSP00000269305,9606.ENSP00000278616	TP53,ATM
GO:1903140	Regulation of establishment of endothelial barrier	2	16	1.93	0.92	0.0046	9606.ENSP00000263341,9606.ENSP00000398698	IL1B,TNF
GO:0007098	Centrosome cycle	3	88	1.36	0.82	0.0047	9606.ENSP00000369497,9606.ENSP00000418960,9606.ENSP00000495360	BRCA2,BRCA1,CTNNB1
GO:0033036	Macromolecule localization	11	2356	0.5	0.41	0.0047	9606.ENSP00000263341,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000278616,9606.ENSP00000369497,9606.ENSP00000398698,9606.ENSP00000405330,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000495360	IL1B,STAT3,TP53,EGFR,ATM,BRCA2,TNF,ESR1,PIK3R1,AKT1,CTNNB1
GO:0061448	Connective tissue development	4	222	1.09	0.72	0.0047	9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000300305,9606.ENSP00000495360	PIK3CA,FGF2,RUNX1,CTNNB1
GO:0001776	Leukocyte homeostasis	3	90	1.35	0.81	0.0050	9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000451828	BCL2,IL6,AKT1
GO:0043535	Regulation of blood vessel endothelial cell migration	3	90	1.35	0.81	0.0050	9606.ENSP00000264498,9606.ENSP00000398698,9606.ENSP00000451828	FGF2,TNF,AKT1
GO:0043217	Myelin maintenance	2	17	1.9	0.91	0.0051	9606.ENSP00000361021,9606.ENSP00000451828	PTEN,AKT1
GO:0043923	Positive regulation by host of viral transcription	2	17	1.9	0.91	0.0051	9606.ENSP00000263253,9606.ENSP00000360266	EP300,JUN
GO:0048009	Insulin-like growth factor receptor signaling pathway	2	17	1.9	0.91	0.0051	9606.ENSP00000428056,9606.ENSP00000451828	PIK3R1,AKT1
GO:0048143	Astrocyte activation	2	17	1.9	0.91	0.0051	9606.ENSP00000263341,9606.ENSP00000398698	IL1B,TNF
GO:0050672	Negative regulation of lymphocyte proliferation	3	91	1.35	0.8	0.0051	9606.ENSP00000269571,9606.ENSP00000278616,9606.ENSP00000361021	ERBB2,ATM,PTEN
GO:0051044	Positive regulation of membrane protein ectodomain proteolysis	2	17	1.9	0.91	0.0051	9606.ENSP00000263341,9606.ENSP00000398698	IL1B,TNF
GO:0051402	Neuron apoptotic process	3	91	1.35	0.8	0.0051	9606.ENSP00000269305,9606.ENSP00000278616,9606.ENSP00000381185	TP53,ATM,BCL2
GO:0051895	Negative regulation of focal adhesion assembly	2	17	1.9	0.91	0.0051	9606.ENSP00000361021,9606.ENSP00000362680	PTEN,SRC
GO:1900034	Regulation of cellular response to heat	2	17	1.9	0.91	0.0051	9606.ENSP00000263253,9606.ENSP00000278616	EP300,ATM
GO:0002685	Regulation of leukocyte migration	4	231	1.07	0.7	0.0053	9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000451828	IL6,TNF,PIK3R1,AKT1
GO:0009791	Post-embryonic development	3	94	1.34	0.79	0.0055	9606.ENSP00000278616,9606.ENSP00000371067,9606.ENSP00000381185	ATM,JAK2,BCL2
GO:0019217	Regulation of fatty acid metabolic process	3	94	1.34	0.79	0.0055	9606.ENSP00000263341,9606.ENSP00000418960,9606.ENSP00000451828	IL1B,BRCA1,AKT1
GO:0042391	Regulation of membrane potential	5	428	0.9	0.61	0.0055	9606.ENSP00000361021,9606.ENSP00000362680,9606.ENSP00000381185,9606.ENSP00000398698,9606.ENSP00000451828	PTEN,SRC,BCL2,TNF,AKT1
GO:0006810	Transport	14	3785	0.4	0.35	0.0056	9606.ENSP00000227507,9606.ENSP00000263967,9606.ENSP00000264498,9606.ENSP00000264657,9606.ENSP00000269305,9606.ENSP00000275493,9606.ENSP00000362680,9606.ENSP00000376345,9606.ENSP00000381185,9606.ENSP00000385675,9606.ENSP00000428056,9606.ENSP00000451828,9606.ENSP00000478887,9606.ENSP00000495360	CCND1,PIK3CA,FGF2,STAT3,TP53,EGFR,SRC,GRB2,BCL2,IL6,PIK3R1,AKT1,MYC,CTNNB1
GO:0008593	Regulation of Notch signaling pathway	3	95	1.33	0.78	0.0056	9606.ENSP00000264657,9606.ENSP00000362680,9606.ENSP00000451828	STAT3,SRC,AKT1
